city,admin_name,country,population,lat,lng
Wangyuanqiao,Ningxia,China,42022,38.3849,106.2664
Nāthdwāra,Rājasthān,India,42016,24.9300,73.8200
Dronten,Flevoland,Netherlands,42011,52.5242,5.7125
Pā̃chkhāl,,Nepal,42011,27.6500,85.6167
Tinpiple,,Nepal,42011,27.6283,85.6136
Kallār,Kerala,India,42006,9.8500,77.1333
Santa Rosa del Sur,Bolívar,Colombia,42003,7.9667,-74.0500
Songhuajiangcun,Jilin,China,42000,44.7158,125.9544
Lebrija,Santander,Colombia,42000,7.1131,-73.2189
Qiryat Moẕqin,Haifa,Israel,42000,32.8333,35.0833
Štip,Štip,North Macedonia,42000,41.7358,22.1914
Myedu,Sagaing,Burma,42000,23.1833,95.4000
Cantaura,Anzoátegui,Venezuela,42000,9.3111,-64.3594
Bor,Niğde,Turkey,41999,37.8964,34.5628
Shelekhov,Irkutskaya Oblast’,Russia,41998,52.2167,104.1167
Lingquan,Shanxi,China,41996,36.9985,110.8417
Muttayyāpuram,Tamil Nādu,India,41993,8.7498,78.1311
Greenock,Inverclyde,United Kingdom,41990,55.9500,-4.7650
São Lourenço do Sul,Rio Grande do Sul,Brazil,41989,-31.3650,-51.9778
Matnog,Sorsogon,Philippines,41989,12.5856,124.0856
Annandale,Virginia,United States,41982,38.8324,-77.1960
Mercedes,Soriano,Uruguay,41974,-33.2500,-58.0333
Zhujiacun,Yunnan,China,41961,26.3204,104.3957
Puerto Galera,Oriental Mindoro,Philippines,41961,13.5000,120.9542
Yangcunzai,Guangdong,China,41958,23.4338,114.4664
Yagoua,Extrême-Nord,Cameroon,41957,10.3428,15.2406
Nuevo San Carlos,Retalhuleu,Guatemala,41956,14.6000,-91.7000
Lebanon,Tennessee,United States,41951,36.2040,-86.3481
Tactic,Alta Verapaz,Guatemala,41930,15.3167,-90.3511
Marataízes,Espírito Santo,Brazil,41929,-21.0428,-40.8239
Hố Nai,Đồng Nai,Vietnam,41922,10.9725,106.8789
Santa María Atzompa,Oaxaca,Mexico,41921,17.1014,-96.7778
Altadena,California,United States,41921,34.1927,-118.1346
Tiel,Gelderland,Netherlands,41920,51.8833,5.4333
Ōizumi,Gunma,Japan,41918,36.2478,139.4049
Moroleón,Guanajuato,Mexico,41909,20.1333,-101.2000
Tieshansi,Hubei,China,41907,30.2064,114.9003
Tororo,Tororo,Uganda,41906,0.6928,34.1811
Minamishimabara,Nagasaki,Japan,41903,32.6597,130.2978
Amadeo,Cavite,Philippines,41901,14.1728,120.9277
Qiryat Ono,Tel Aviv,Israel,41900,32.0636,34.8553
Kibawe,Bukidnon,Philippines,41897,7.5678,124.9903
Cortlandt,New York,United States,41886,41.2552,-73.9018
San Luis Acatlán,Guerrero,Mexico,41884,16.5333,-98.0500
Ban Wat Lak Hok,Ratchaburi,Thailand,41884,13.5520,99.9898
Barauli,Bihār,India,41877,26.3815,84.5872
Beverwijk,Noord-Holland,Netherlands,41863,52.4833,4.6500
Macaúbas,Bahia,Brazil,41859,-13.0189,-42.6989
Montenegro,Quindío,Colombia,41857,4.5671,-75.7504
Marialva,Paraná,Brazil,41851,-23.4850,-51.7919
Quezon,Nueva Ecija,Philippines,41845,15.5542,120.8111
Land O' Lakes,Florida,United States,41845,28.2075,-82.4476
Yinggen,Hainan,China,41835,19.0372,109.8283
Tadjenanet,Mila,Algeria,41833,36.1167,5.9833
Grove City,Ohio,United States,41831,39.8654,-83.0690
Lyudinovo,Kaluzhskaya Oblast’,Russia,41829,53.8667,34.4333
Germering,Bavaria,Germany,41822,48.1333,11.3667
Coyotepec,México,Mexico,41810,19.7500,-99.1711
San Miguel,Surigao del Sur,Philippines,41809,8.9322,126.0403
Miura,Kanagawa,Japan,41807,35.1500,139.6167
Palmares,Alajuela,Costa Rica,41805,10.0466,-84.4373
Diamond Harbour,West Bengal,India,41802,22.1927,88.1895
Jardinópolis,São Paulo,Brazil,41799,-21.0178,-47.7639
Civitanova Marche,Marche,Italy,41790,43.3068,13.7286
Tādif,Ḩalab,Syria,41786,36.3481,37.5309
Köniz,Bern,Switzerland,41784,46.9250,7.4153
Sūrampatti,Tamil Nādu,India,41782,11.3411,77.6956
Uden,Noord-Brabant,Netherlands,41782,51.6667,5.6167
Hódmezővásárhely,Hódmezővásárhely,Hungary,41781,46.4303,20.3189
Velasco Ibarra,Guayas,Ecuador,41778,-1.0439,-79.6383
Bagnolet,Île-de-France,France,41776,48.8692,2.4181
Kasibu,Nueva Vizcaya,Philippines,41776,16.3181,121.2958
Paiçandu,Paraná,Brazil,41773,-23.4575,-52.0486
Dacun,Shaanxi,China,41763,34.7201,109.0549
Bensheim,Hesse,Germany,41758,49.6667,8.6167
Nārāyanpet,Andhra Pradesh,India,41752,16.7445,77.4960
Tôrres,Rio Grande do Sul,Brazil,41751,-29.3350,-49.7269
El Consejo,Aragua,Venezuela,41748,10.2442,-67.2450
Naga,Zamboanga Sibugay,Philippines,41743,7.7978,122.6944
Boucherville,Quebec,Canada,41743,45.6000,-73.4500
Santa Bárbara,Santa Bárbara,Honduras,41736,14.9216,-88.2364
Saidpur Dabra,Bihār,India,41734,25.3207,87.1793
Fenoarivo Atsinanana,Toamasina,Madagascar,41734,-17.3819,49.4090
Shādegān,Khūzestān,Iran,41733,30.6492,48.6653
Urmston,Trafford,United Kingdom,41731,53.4487,-2.3747
Teboulba,Monastir,Tunisia,41731,35.6700,10.9000
Dandéresso,Sikasso,Mali,41723,11.4867,-5.4819
Belleville,Illinois,United States,41722,38.5164,-89.9900
Bodø,Nordland,Norway,41720,67.2827,14.3751
Campechuela,Granma,Cuba,41719,20.2333,-77.2792
Otavalo,Imbabura,Ecuador,41718,0.2303,-78.2625
Post Falls,Idaho,United States,41716,47.7213,-116.9384
Tavas,Denizli,Turkey,41712,37.5728,29.0714
Varash,Rivnenska Oblast,Ukraine,41711,51.3444,25.8508
Oued Fodda,Chlef,Algeria,41710,36.1833,1.5333
Santa Eulalia del Río,Balearic Islands,Spain,41706,38.0000,59.0000
Tolosa,Buenos Aires,Argentina,41705,-34.8942,-57.9647
Eberswalde,Brandenburg,Germany,41704,52.8333,13.8333
Kampong Chhnang,Kampong Chhnang,Cambodia,41700,12.2500,104.6667
Billerica,Massachusetts,United States,41700,42.5587,-71.2673
Salinas,Minas Gerais,Brazil,41699,-15.4000,-43.1667
Marion,Iowa,United States,41690,42.0451,-91.5850
Boumerdes,Boumerdes,Algeria,41685,36.7603,3.4724
Pueblo Nuevo,Córdoba,Colombia,41684,8.5008,-75.5072
Gonzaga,Cagayan,Philippines,41680,18.2614,121.9969
Hempfield,Pennsylvania,United States,41680,40.2847,-79.5841
Litian Gezhuang,Hebei,China,41676,39.8151,119.0219
Wunstorf,Lower Saxony,Germany,41666,52.4275,9.4294
Halfeti,Şanlıurfa,Turkey,41662,37.2289,37.9457
Přerov,Olomoucký Kraj,Czechia,41661,49.4556,17.4511
Bayt al Faqīh,Al Ḩudaydah,Yemen,41652,14.5161,43.3244
Jáltipan de Morelos,Veracruz,Mexico,41644,17.9703,-94.7144
Ponneri,Tamil Nādu,India,41643,13.3200,80.2000
Königswinter,North Rhine-Westphalia,Germany,41642,50.6736,7.1947
Larantuka,Nusa Tenggara Timur,Indonesia,41642,-8.3133,123.0042
Soe,Nusa Tenggara Timur,Indonesia,41640,-9.8667,124.2833
Fitchburg,Massachusetts,United States,41633,42.5912,-71.8156
Völklingen,Saarland,Germany,41632,49.2500,6.8333
Antequera,Andalusia,Spain,41619,37.0183,-4.5597
Gay,Orenburgskaya Oblast’,Russia,41619,51.4678,58.4431
Daram,Samar,Philippines,41608,11.6341,124.7947
Ambohitrimanjaka,Antananarivo,Madagascar,41604,-18.8589,47.4422
Yuzawa,Akita,Japan,41601,39.1641,140.4948
Shefar‘am,Northern,Israel,41600,32.8056,35.1694
Oqtosh Shahri,Samarqand,Uzbekistan,41600,39.9269,65.9256
Hückelhoven,North Rhine-Westphalia,Germany,41594,51.0608,6.2197
Berubāri,West Bengal,India,41593,26.3603,88.7152
Ayagöz,Abay,Kazakhstan,41593,47.9667,80.4333
Brookfield,Wisconsin,United States,41592,43.0640,-88.1231
Rājgīr,Bihār,India,41587,25.0300,85.4200
Socorro,Oriental Mindoro,Philippines,41585,13.0583,121.4117
Santa Cruz de Los Taques,Falcón,Venezuela,41579,11.8240,-70.2509
Sipe Sipe,Cochabamba,Bolivia,41571,-17.4500,-66.3833
Shetou,Changhua,Taiwan,41571,23.9076,120.5992
San Pedro Necta,Huehuetenango,Guatemala,41562,15.5000,-91.7667
Dubrovnik,Dubrovačko-Neretvanska Županija,Croatia,41562,42.6403,18.1083
Santa Helena,Maranhão,Brazil,41561,-2.2308,-45.3000
Pimpalgaon Baswant,Mahārāshtra,India,41559,20.1667,73.9833
Erzin,Hatay,Turkey,41558,36.9533,36.2033
Indi,Karnātaka,India,41556,17.1773,75.9526
Amuntai,Kalimantan Selatan,Indonesia,41554,-2.4177,115.2494
Rajaori,Jammu and Kashmīr,India,41552,33.3767,74.3122
Slobozia,Ialomiţa,Romania,41550,44.5639,27.3661
Águas Belas,Pernambuco,Brazil,41548,-9.1167,-37.1167
Anda,Pangasinan,Philippines,41548,16.2896,119.9491
Patulul,Suchitepéquez,Guatemala,41543,14.4167,-91.1667
Yarumal,Antioquia,Colombia,41542,7.0000,-75.5000
Copán,Copán,Honduras,41542,14.8333,-89.1500
Tagudin,Ilocos Sur,Philippines,41538,16.9361,120.4464
San Donà di Piave,Veneto,Italy,41535,45.6298,12.5641
Nalhāti,West Bengal,India,41534,24.2940,87.8390
Ventanas,Los Ríos,Ecuador,41531,-1.4500,-79.4700
Sānand,Gujarāt,India,41530,22.9800,72.3800
Puntarenas,Puntarenas,Costa Rica,41528,9.9667,-84.8333
Coram,New York,United States,41527,40.8812,-73.0059
Redcliff,Midlands,Zimbabwe,41526,-19.0333,29.7833
Mission,British Columbia,Canada,41519,49.1337,-122.3112
Puerto Gaitán,Meta,Colombia,41513,4.3142,-72.0825
Barra dos Coqueiros,Sergipe,Brazil,41511,-10.9089,-37.0389
Maloyaroslavets,Kaluzhskaya Oblast’,Russia,41511,55.0167,36.4667
Vawkavysk,Hrodzyenskaya Voblasts’,Belarus,41510,53.1667,24.4667
Marlboro,New Jersey,United States,41506,40.3427,-74.2567
Villafranca del Panadés,Catalonia,Spain,41504,41.0000,20.0000
Poti,Samegrelo-Zemo Svaneti,Georgia,41500,42.1500,41.6667
Shimotsuma,Ibaraki,Japan,41499,36.1844,139.9675
Teaneck,New Jersey,United States,41499,40.8900,-74.0107
Zugdidi,Samegrelo-Zemo Svaneti,Georgia,41494,42.5081,41.8725
Kodīnar,Gujarāt,India,41492,20.8600,70.8000
Sagauli,Bihār,India,41490,26.7639,84.7434
Golāghāt,Assam,India,41489,26.5200,93.9700
Pīleru,Andhra Pradesh,India,41489,13.6549,78.9471
Princeton,Florida,United States,41476,25.5396,-80.3971
Tuusula,Uusimaa,Finland,41475,60.4333,25.0500
Igualada,Catalonia,Spain,41466,41.5833,1.6167
Sansanné-Mango,Savanes,Togo,41464,10.3556,0.4756
Llavallol,Buenos Aires,Argentina,41463,-34.7667,-58.3833
Desio,Lombardy,Italy,41463,45.6167,9.2167
Memāri,West Bengal,India,41451,23.2000,88.1200
Nürtingen,Baden-Württemberg,Germany,41447,48.6333,9.3333
San Antonio del Monte,Sonsonate,El Salvador,41439,13.7167,-89.7333
Banī Suhaylā,,Gaza Strip,41439,31.3434,34.3234
Weslaco,Texas,United States,41437,26.1599,-97.9877
Tabogon,Cebu,Philippines,41432,10.9300,124.0300
Svay Rieng,Svay Rieng,Cambodia,41424,11.0833,105.8000
Angoulême,Nouvelle-Aquitaine,France,41423,45.6500,0.1600
Lusambo,Sankuru,Congo (Kinshasa),41416,-4.9729,23.4368
Mondragon,Northern Samar,Philippines,41415,12.5200,124.7500
Kendrāparha,Odisha,India,41404,20.5000,86.4200
Villa Ángela,Chaco,Argentina,41403,-27.5833,-60.7167
Shelton,Connecticut,United States,41402,41.3060,-73.1383
Nebbi,Nebbi,Uganda,41400,2.4792,31.0900
Marlborough,Massachusetts,United States,41398,42.3494,-71.5468
Dunaújváros,Dunaújváros,Hungary,41394,46.9833,18.9167
Tortuguitas,Buenos Aires,Argentina,41390,-34.4750,-58.7556
San,Ségou,Mali,41386,13.3004,-4.9000
Schwabach,Bavaria,Germany,41380,49.3292,11.0208
Naini Tal,Uttarākhand,India,41377,29.3919,79.4542
Tozeur,Tozeur,Tunisia,41370,33.9167,8.1333
São Miguel do Guamá,Pará,Brazil,41366,-1.6269,-47.4828
Santa Cruz,Ilocos Sur,Philippines,41366,17.0853,120.4553
Maulavi Bāzār,Sylhet,Bangladesh,41358,24.4889,91.7708
Bambari,Ouaka,Central African Republic,41356,5.7653,20.6742
Kitaibaraki,Ibaraki,Japan,41352,36.8019,140.7510
Tuchín,Córdoba,Colombia,41345,9.1833,-75.5500
Obita,Nagasaki,Japan,41341,32.8253,129.8753
Tezoyuca,México,Mexico,41333,19.7500,-99.1833
Rāmganj Mandi,Rājasthān,India,41328,24.6472,75.9444
El Tocuyo,Lara,Venezuela,41327,9.7822,-69.7931
Santo Antônio de Pádua,Rio de Janeiro,Brazil,41325,-21.5389,-42.1800
Nurdağı,Gaziantep,Turkey,41322,37.1789,36.7397
Mahalapye,Central,Botswana,41316,-23.1041,26.8142
Uray,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Russia,41315,60.1333,64.8000
Meïganga,Adamaoua,Cameroon,41314,6.5300,14.3700
Arauquita,Arauca,Colombia,41309,7.0303,-71.4356
Milton,Georgia,United States,41305,34.1353,-84.3139
San Lorenzo,Valle,Honduras,41297,13.4213,-87.4487
Alcala,Cagayan,Philippines,41295,17.9031,121.6556
Caloundra,Queensland,Australia,41293,-26.8047,153.1338
Alcalde Díaz,Panamá,Panama,41292,9.1227,-79.5567
Buchholz in der Nordheide,Lower Saxony,Germany,41290,53.3167,9.8667
Leigh,Wigan,United Kingdom,41275,53.4975,-2.5150
Jayamkondacholapuram,Tamil Nādu,India,41273,11.2127,79.3637
Zarinsk,Altayskiy Kray,Russia,41272,53.7089,84.9672
Cherupulasshēri,Kerala,India,41267,10.8793,76.3148
Guácimo,Limón,Costa Rica,41266,10.2025,-83.6223
Mikołów,Śląskie,Poland,41266,50.1667,18.9000
Wijchen,Gelderland,Netherlands,41261,51.8067,5.7211
Panchimalco,San Salvador,El Salvador,41260,13.6167,-89.1833
Rancho Palos Verdes,California,United States,41259,33.7554,-118.3634
Buxtehude,Lower Saxony,Germany,41256,53.4769,9.7011
Neumarkt,Bavaria,Germany,41255,49.2833,11.4667
Niquero,Granma,Cuba,41252,20.0472,-77.5781
Fredericia,Syddanmark,Denmark,41243,55.5758,9.7617
Chaves,Vila Real,Portugal,41243,41.7399,-7.4707
Rozzano,Lombardy,Italy,41240,45.3833,9.1500
Nordhausen,Thuringia,Germany,41233,51.5050,10.7911
Maayon,Capiz,Philippines,41226,11.3903,122.7828
Schweizer-Reineke,North West,South Africa,41226,-27.1833,25.3333
Lasam,Cagayan,Philippines,41225,18.0700,121.6000
Hallandale Beach,Florida,United States,41224,25.9854,-80.1423
Hoboken,Flanders,Belgium,41220,51.1667,4.3667
Mangaratiba,Rio de Janeiro,Brazil,41220,-22.9600,-44.0408
Sensuntepeque,Cabañas,El Salvador,41216,13.8667,-88.6333
Saundatti,Karnātaka,India,41215,15.7833,75.1167
Constitución,Maule,Chile,41207,-35.3333,-72.4167
Bacong,Negros Oriental,Philippines,41207,9.2464,123.2948
Túquerres,Nariño,Colombia,41205,1.0833,-77.6167
Woburn,Massachusetts,United States,41205,42.4869,-71.1543
Trikarpūr North,Kerala,India,41201,12.1439,75.1789
Shutayil,Kerala,India,41201,12.1439,75.1789
Brighton,Colorado,United States,41196,39.9716,-104.7963
Agar,Madhya Pradesh,India,41193,23.7118,76.0157
San Jose de Urquico,Tarlac,Philippines,41182,15.4781,120.4639
Tanxia,Guangdong,China,41181,23.9475,115.5361
Zákynthos,Ionía Nísia,Greece,41180,37.8000,20.7500
Claypole,Buenos Aires,Argentina,41176,-34.8000,-58.3333
Peddapalli,Andhra Pradesh,India,41171,18.6162,79.3832
Villa Alsina,Buenos Aires,Argentina,41155,-34.6667,-58.4167
Kirkkonummi,Uusimaa,Finland,41154,60.1167,24.4333
Sevilla,Valle del Cauca,Colombia,41153,4.2689,-75.9361
Geel,Flanders,Belgium,41146,51.1661,4.9919
Indian Trail,North Carolina,United States,41146,35.0699,-80.6452
Santo Estêvão,Bahia,Brazil,41145,-12.4300,-39.2508
Bilāsipāra,Assam,India,41145,26.2328,90.2341
Timmins,Ontario,Canada,41145,48.4667,-81.3333
Guaduas,Cundinamarca,Colombia,41142,5.0694,-74.5981
Toritama,Pernambuco,Brazil,41137,-8.0067,-36.0567
Matiguás,Matagalpa,Nicaragua,41127,12.8333,-85.4667
Paliā Kalān,Uttar Pradesh,India,41126,28.4500,80.5833
Torzhok,Tverskaya Oblast’,Russia,41116,57.0333,34.9667
José Mármol,Buenos Aires,Argentina,41109,-34.7833,-58.3667
Hālol,Gujarāt,India,41108,22.5000,73.4700
Washuk,Balochistan,Pakistan,41107,27.7231,64.8122
Ganta,Nimba,Liberia,41106,7.2375,-8.9814
Mambajao,Camiguin,Philippines,41094,9.2500,124.7200
Embu,Embu,Kenya,41092,-0.5333,37.4500
Huizen,Noord-Holland,Netherlands,41090,52.3000,5.2500
Ambam,Sud,Cameroon,41089,2.3833,11.2833
La Libertad,Negros Oriental,Philippines,41089,10.0300,123.2200
Sevilla de Niefang,Centro Sur,Equatorial Guinea,41084,1.8500,10.2500
Rivas,Rivas,Nicaragua,41080,11.4393,-85.8270
Ambositra,Fianarantsoa,Madagascar,41078,-20.5294,47.2425
Merano,Trentino-Alto Adige,Italy,41071,46.6696,11.1594
Bujanovac,Bujanovac,Serbia,41068,42.4667,21.7667
Komoro,Nagano,Japan,41066,36.3275,138.4258
Ishaka,Buhweju,Uganda,41063,-0.5450,30.1383
Sumoto,Hyōgo,Japan,41056,34.3500,134.9000
Tagbina,Surigao del Sur,Philippines,41051,8.4578,126.1578
Amami,Okinawa,Japan,41049,28.3783,129.4944
Freiberg,Saxony,Germany,41045,50.9119,13.3428
Pozi,Chiayi,Taiwan,41043,23.4611,120.2420
Arraiján,Panamá Oeste,Panama,41041,8.9398,-79.6404
Boulogne-sur-Mer,Hauts-de-France,France,41039,50.7264,1.6147
Reynoldsburg,Ohio,United States,41032,39.9588,-82.7943
Unzen,Nagasaki,Japan,41018,32.8353,130.1875
Tampakan,South Cotabato,Philippines,41018,6.4500,124.9300
Jerada,Oriental,Morocco,41014,34.3117,-2.1636
Ciudad Darío,Matagalpa,Nicaragua,41014,12.7167,-86.1167
Bazar-Korgon,Jalal-Abad,Kyrgyzstan,41011,41.0376,72.7459
Ciudad Vieja,Sacatepéquez,Guatemala,41010,14.5233,-90.7667
Sarandë,Vlorë,Albania,41000,39.8770,20.0000
Dongyangshi,Hunan,China,41000,28.2133,113.3997
Shengaocun,Jiangsu,China,41000,32.5844,120.1336
Dongluocun,Guangxi,China,41000,22.3994,107.6850
Segovia,Antioquia,Colombia,41000,7.0781,-74.7017
Chambas,Ciego de Ávila,Cuba,41000,22.1967,-78.9133
Welling,Bexley,United Kingdom,41000,51.4594,0.1097
Upper Hutt,Wellington,New Zealand,41000,-41.1333,175.0500
Gatunda,Eastern Province,Rwanda,41000,-1.4350,30.0211
Romeoville,Illinois,United States,40996,41.6318,-88.0997
Temryuk,Krasnodarskiy Kray,Russia,40994,45.2667,37.3667
Hongfengcun,Guangdong,China,40985,21.9231,111.9329
Wujie,Yilan,Taiwan,40984,24.7000,121.7833
Maplewood,Minnesota,United States,40981,44.9842,-93.0247
Monterotondo,Lazio,Italy,40979,42.0500,12.6167
Patti,Punjab,India,40976,31.2800,74.8600
Esperantina,Piauí,Brazil,40970,-3.9019,-42.2339
Paranaíba,Mato Grosso do Sul,Brazil,40957,-19.6769,-51.1908
Drogheda,Louth,Ireland,40956,53.7150,-6.3525
Ilkeston,Derbyshire,United Kingdom,40953,52.9711,-1.3092
Lynnwood,Washington,United States,40953,47.8284,-122.3033
Nanbei,Kanagawa,Japan,40947,35.3167,139.1000
Dowlatābād,Eşfahān,Iran,40945,32.8003,51.6958
Maddela,Quirino,Philippines,40943,16.3411,121.6833
Pirmasens,Rhineland-Palatinate,Germany,40941,49.2000,7.6000
Lijiaxiang,Beijing,China,40930,39.5556,116.4292
Yingzhou Linchang,Hainan,China,40925,18.4199,109.8553
Salinópolis,Pará,Brazil,40922,-0.6136,-47.3561
Famagusta,Ammóchostos,Cyprus,40920,35.1250,33.9417
Ciudad Piar,Bolívar,Venezuela,40918,7.4522,-63.3200
Colomiers,Occitanie,France,40916,43.6139,1.3367
Dhamdāha,Bihār,India,40916,25.7435,87.1835
Muaná,Pará,Brazil,40906,-1.5283,-49.2167
Delījān,Markazī,Iran,40902,33.9903,50.6836
Velika Plana,Velika Plana,Serbia,40902,44.3333,21.0833
Lancaster,Ohio,United States,40902,39.7248,-82.6049
Covington,Kentucky,United States,40902,39.0334,-84.5166
Jalalpur Bhattian,Punjab,Pakistan,40897,32.0644,73.3770
Talukkara,Kerala,India,40884,10.9500,75.9097
Wattrelos,Hauts-de-France,France,40881,50.7000,3.2170
Meftah,Blida,Algeria,40878,36.6167,3.2333
Kimry,Tverskaya Oblast’,Russia,40875,56.8667,37.3500
Apóstoles,Misiones,Argentina,40858,-27.9167,-55.7667
Malilipot,Albay,Philippines,40857,13.3200,123.7300
Patzicía,Chimaltenango,Guatemala,40848,14.6317,-90.9269
Santo Tomas,La Union,Philippines,40846,16.2800,120.3800
Tālcher,Odisha,India,40841,20.9500,85.2300
Cuito Cuanavale,Cuando Cubango,Angola,40829,-15.1667,19.1667
Promissão,São Paulo,Brazil,40828,-21.5369,-49.8583
Anyuan,Gansu,China,40828,34.8808,105.2764
Mount Juliet,Tennessee,United States,40828,36.1990,-86.5115
Qādiān,Punjab,India,40827,31.8192,75.3764
Friendswood,Texas,United States,40827,29.5110,-95.1981
Fourou,Sikasso,Mali,40826,10.7397,-6.1439
Mobo,Masbate,Philippines,40823,12.3372,123.6581
Pāmban,Tamil Nādu,India,40822,9.2790,79.2109
Thōtada,Kerala,India,40818,11.8430,75.4214
Abadan,Ahal,Turkmenistan,40813,38.0517,58.2100
Germantown,Tennessee,United States,40812,35.0829,-89.7824
Compiègne,Hauts-de-France,France,40808,49.4149,2.8231
Azrou,Fès-Meknès,Morocco,40808,33.4417,-5.2247
Saint-Germain-en-Laye,Île-de-France,France,40806,48.8989,2.0938
Kitob,Qashqadaryo,Uzbekistan,40800,39.1336,66.8819
Poissy,Île-de-France,France,40792,48.9294,2.0456
Currais Novos,Rio Grande do Norte,Brazil,40791,-6.2608,-36.5150
Gagny,Île-de-France,France,40790,48.8833,2.5333
Draguignan,Provence-Alpes-Côte d’Azur,France,40789,43.5403,6.4667
Vallehermoso,Negros Oriental,Philippines,40779,10.3300,123.3200
Mariinsk,Kemerovskaya Oblast’,Russia,40779,56.2000,87.7833
Vavveru,Andhra Pradesh,India,40776,14.5594,79.8725
Elmalı,Antalya,Turkey,40774,36.7333,29.9000
Gonābād,Khorāsān-e Raẕavī,Iran,40773,34.3575,58.6783
Lancaster,Texas,United States,40753,32.5922,-96.7739
Sidi Moussa,Blida,Algeria,40750,36.6056,3.0886
Soria,Castille-Leon,Spain,40750,41.7667,-2.4667
Baichigan,Hebei,China,40748,39.5317,115.9117
Annapolis,Maryland,United States,40744,38.9706,-76.5047
Meadow Woods,Florida,United States,40741,28.3698,-81.3467
Sassuolo,Emilia-Romagna,Italy,40736,44.5517,10.7856
Lobo,Batangas,Philippines,40736,13.6473,121.2104
Kingswood,South Gloucestershire,United Kingdom,40734,51.4600,-2.5050
Pie de Pató,Chocó,Colombia,40733,5.5333,-77.0000
Buddh Gaya,Bihār,India,40731,24.6981,84.9869
Shanhe,Gansu,China,40728,35.4950,108.3519
Katō,Hyōgo,Japan,40728,34.9167,134.9667
Ōzu,Ehime,Japan,40723,33.5000,132.5500
Khowrmūj,Būshehr,Iran,40722,28.6572,51.3811
Arys,Türkistan,Kazakhstan,40707,42.4333,68.8000
Ipiaú,Bahia,Brazil,40706,-14.1369,-39.7339
Dunstable,Central Bedfordshire,United Kingdom,40699,51.8860,-0.5210
Vasto,Abruzzo,Italy,40692,42.1115,14.7065
Mambusao,Capiz,Philippines,40690,11.4300,122.5953
Maragondon,Cavite,Philippines,40687,14.2700,120.7300
Itabaianinha,Sergipe,Brazil,40678,-11.2739,-37.7900
Qeshm,Hormozgān,Iran,40678,26.9494,56.2681
Tomar,Santarém,Portugal,40677,39.6000,-8.4167
Sukuta,West Coast,Gambia,40675,13.4167,-16.7000
Kadūr,Karnātaka,India,40674,13.5529,76.0116
Westfield,Massachusetts,United States,40673,42.1382,-72.7561
Sint-Truiden,Flanders,Belgium,40672,50.8156,5.1868
Mundakkal,Kerala,India,40670,11.3244,75.9928
Essex,Maryland,United States,40670,39.3021,-76.4449
Sherghāti,Bihār,India,40666,24.5617,84.7953
Manalapan,New Jersey,United States,40666,40.2800,-74.3436
Nanuque,Minas Gerais,Brazil,40665,-17.8392,-40.3539
Bury Saint Edmunds,Suffolk,United Kingdom,40664,52.2474,0.7183
Veles,Veles,North Macedonia,40664,41.7153,21.7753
Cedar Falls,Iowa,United States,40662,42.5195,-92.4536
Avezzano,Abruzzo,Italy,40661,42.0310,13.4264
Ladispoli,Lazio,Italy,40658,41.9544,12.0742
Artigas,Artigas,Uruguay,40658,-30.4667,-56.4667
Gap,Provence-Alpes-Côte d’Azur,France,40656,44.5594,6.0786
El Aïoun,Oriental,Morocco,40652,34.5852,-2.5056
Dayr Mawās,Al Minyā,Egypt,40640,27.6414,30.8494
Santa Rita do Sapucaí,Minas Gerais,Brazil,40635,-22.2519,-45.7028
Burjasot,Valencia,Spain,40634,39.5064,-0.4067
Nabas,Aklan,Philippines,40632,11.8278,122.0939
